start,end,id,total_len,country,mode,devicetype,language,consent,relationship,income_reference,income_year,income_month,income_week,country_birth_mother,country_birth_father,country_birth_partner,municipality_years,children_hh,children_out,childr_n_0to5,childr_n_6to15,others_n,grandchildren,pets__1,pets__2,pets__3,pets__4,pets__5,pets__6,contract,worklife_balance,telework,rand1,loneliness_djg_a,loneliness_djg_b,loneliness_djg_c,loneliness_djg_d,loneliness_djg_e,loneliness_djg_f,family_meet_face,family_meet_tele,family_n__1,family_n__1__open,friends_meet_face,friends_meet_tele,friends_n__1,friends_n__1__open,neighbours,social_support_a,social_support_b,social_support_c,social_support_d,relationship_happiness,social_activities_a,social_activities_b,social_activities_c,loneliness_ucla_a,loneliness_ucla_b,loneliness_ucla_c,relationship_need,loneliness_direct,loneliness_intensity,life_events__1,life_events__2,life_events__3,life_events__4,life_events__5,life_events__6,life_events__7,life_events__8,life_events__9,life_events__10,life_events__11,life_events__12,lost_spouse,interventions_heard,interventions_done__1,interventions_done__2,interventions_done__3,interventions_done__4,interventions_done__5,interventions_done__6,interventions_done__7,interventions_done__8,interventions_done__9,interventions_done__10,interventions_done__11,interventions_done__12,interventions_done__13,interventions_done__14,interventions_done__15,interventions_done__16,loneliness_work_a,loneliness_work_b,loneliness_work_c,loneliness_education_a,loneliness_education_b,loneliness_education_c,loneliness_stigma1,loneliness_stigma2,sm_purpose_a,sm_purpose_b,sm_purpose_c,sm_purpose_d,sm_purpose_e,sm_time_a,sm_time_b,sm_time_c,sm_time_d,feelings_nerv,feelings_hopel,feelings_restl,feelings_depr,feelings_worthl,risk_a,risk_b,risk_c,civic_attitudes_a,civic_attitudes_b,civic_attitudes_c,trust,vote,vote_open,child_health,child_health_relatives_1,child_health_relatives_2,child_health_relatives_3,child_health_relatives_4,child_health_relatives_5,child_health_relatives_6,child_relationship_a,child_relationship_b,child_friends,religion_child,religion_now,health_general,smoking,gender,date_birth_month,date_birth_year,age,age_class,country_birth_yourself,sex_orientation,education,adults_n,region_residence,municipality_type,work_status,main_job,occupation,nace_sector,income_source,exercise,health_condition,health_condition_intensity,w_country,w_country_5,w_design
23 Nov 22,23 Nov 22,1211,875.44299,Poland,Online,Laptop/PC,pl,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 7,,Poland,Poland,Poland,1,1,0,1,0,2,No,,,,,,No pet at home,,7,I worked more than half time onsite at a workplace,loneliness_djg first,More or less,No,No,More or less,More or less,More or less,More than once a week,Daily,Number,8,Every week,More than once a week,Number,2,Several times a week,Most of the time,All of the time,All of the time,All of the time,7,Never,Once a month,Every two months or less frequently,Some of the time,Some of the time,Some of the time,Every two weeks,Some of the time,7,,,,,,,,,,,None of the above,,,Don’t know,,,,Looked for self-help from books or online or called a support hotline,,,,,,Used more social media,,,,,,,Rarely,Sometimes,,,,,An issue that has implications for the individual as well as for the wider society,Both equally,Once a day or less,2 to 5 times a day,Never,2 to 5 times a day,Once a day or less,31–60 minutes per day,31–60 minutes per day,Never,Never,Very frequently,Occasionally,Very frequently,Occasionally,Rarely,8,3,8,8,4,7,9,Porozumienie Jarosława Gowina,,Fairly good,,,,,None of the above,,7,5,Always,Once a week,Once a month,Fairly good,"No, I don’t smoke at all",Female,August,1988,34,26-35,Poland,Heterosexual/straight,ISCED 7: Master’s or equivalent level,2,Makroregion Wschodni,Large town/city,"In paid work (or away temporarily) (employee, self-employed, working for your family business)",Self-employed,"Sales occupations (e.g., sales manager – shop owner – shop assistant – insurance agent)","Information and communication technology; finance; professional, scientific or technical services",Income from self-employment,5 days,No,,1.7590455,2.1244833,1.2538897
23 Nov 22,23 Nov 22,1212,526.09302,Poland,Online,Smartphone,pl,"Yes, I agree",Married or cohabitating,Your household's annual income,Income decile 10,,,Poland,Poland,Poland,48,2,0,1,1,0,No,,Dog,,,,,,10,I worked more than half time from home,loneliness_ucla first,No,No,No,Yes,Yes,Yes,Daily,Daily,Number,10,Once a month,Every two weeks,Number,5,Almost every day,All of the time,All of the time,All of the time,All of the time,10,Every two months or less frequently,Once a month,Never,Hardly ever or never,Hardly ever or never,Hardly ever or never,Daily,None of the time,,,,Diagnosis of severe illness or life-threatening injury of a close family member,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,Never,Always,,,,,An issue that has implications for the individual as well as for the wider society,Both equally,16 to 30 times a day,2 to 5 times a day,2 to 5 times a day,2 to 5 times a day,Once a day or less,10-30 minutes per day,31–60 minutes per day,Less than 10 minutes per day,10-30 minutes per day,Rarely,Never,Rarely,Never,Never,7,7,5,8,7,8,5,Prawo i Sprawiedliwość (PiS),,Average,Smoke heavily,Drink heavily,,Had mental health problems,,,6,6,Most of the time,Once a week,On specific holidays only,Fairly good,"Yes, I smoke 10 or more cigarettes on average per day",Male,January,1974,48,46-55,Poland,Heterosexual/straight,ISCED 8: Doctoral or equivalent level,2,Makroregion Pólnocno-Zachodni,Small or medium-sized town,"In paid work (or away temporarily) (employee, self-employed, working for your family business)",Working for our own family’s business,"Farm worker (e.g., farmer – farm labourer– tractor driver– fisherman)","Agriculture, horticulture, forestry or fishing",Wages or salaries,7 days,No,,.0031304706,.0044925939,.56425035
23 Nov 22,23 Nov 22,1213,1339.2581,Poland,Online,Laptop/PC,pl,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Don't know,,Poland,Poland,Poland,13,2,0,0,1,0,No,,Dog,,,,,Unlimited duration,3,I worked more than half time onsite at a workplace,loneliness_ucla first,No,No,No,Yes,Yes,Yes,Every two weeks,Every two weeks,Number,6,Every two months or less frequently,Every week,Number,8,About once a week,All of the time,All of the time,All of the time,All of the time,7,Never,Every two months or less frequently,Every two months or less frequently,Hardly ever or never,Hardly ever or never,Hardly ever or never,Every week,None of the time,,,,,,,,COVID-19 infection of yourself,,Severe conflicts at home (with spouse/ partner and/or family members),,,,,Yes,,,,,,,,,,,,,,,,,Never,Most of the time,Sometimes,,,,An issue that has implications for the individual as well as for the wider society,Both equally,2 to 5 times a day,Once a day or less,Never,Never,2 to 5 times a day,Less than 10 minutes per day,10-30 minutes per day,Never,Never,Very frequently,Never,Very frequently,Occasionally,Never,5,3,8,8,5,7,6,Ruch Polska 2050 Szymona Hołowni,,Average,Smoke heavily,Drink heavily,,,,,6,1,Most of the time,On specific holidays only,On specific holidays only,Fairly good,"No, I don’t smoke at all",Female,January,1976,46,46-55,Poland,Heterosexual/straight,ISCED 8: Doctoral or equivalent level,3,Makroregion Centralny,A rural area or village,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Sales occupations (e.g., sales manager – shop owner – shop assistant – insurance agent)",Services relating to health or social care,Wages or salaries,3 days,No,,.58045757,.53831697,.56425035
23 Nov 22,23 Nov 22,1214,1446.623,Italy,Telephone,Laptop/PC,it,"Yes, I agree",Separated or divorced,Your household's annual income,Income decile 5,,,Italy,Italy,,28,1,0,0,0,0,No,,Dog,,,,,Unlimited duration,6,I worked more than half time onsite at a workplace,loneliness_ucla first,More or less,More or less,No,More or less,More or less,More or less,Never,Daily,Number,2,Every two weeks,Every week,Number,10,Never or hardly ever,All of the time,None of the time,A little of the time,All of the time,,Never,Once a month,Once a month,Some of the time,Hardly ever or never,Hardly ever or never,Daily,Some of the time,6,,,,,,,COVID-19 infection of yourself,COVID-19 infection of a member of your household,Severe conflicts at home (with spouse/ partner and/or family members),,,,,No,"Seeing friends, family members, or other loved ones",Doing sports alone,,,,,,,,,Took time for myself,,,,,,Never,Rarely,Sometimes,,,,An issue that has implications for the individual as well as for the wider society,Both equally,2 to 5 times a day,Once a day or less,2 to 5 times a day,Once a day or less,2 to 5 times a day,31–60 minutes per day,1–2 hours per day,Never,2–3 hours per day,Very rarely,Very rarely,Very rarely,Rarely,Rarely,2,1,5,2,2,2,5,Most likely I wouldnt vote,,Fairly good,Smoke heavily,,,,,,5,3,Most of the time,On specific holidays only,Never,Fairly good,"No, I don’t smoke at all",Female,July,1963,59,56-65,Italy,Heterosexual/straight,ISCED 3: Upper secondary education,2,Nord-Est,A rural area or village,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Professional and technical occupations (e.g., doctor – teacher – engineer – artist – accountant)",Services relating to health or social care,Wages or salaries,0 days,No,,.61920214,.47416246,.39591908
23 Nov 22,23 Nov 22,1215,552.59198,France,Online,Laptop/PC,fr,"Yes, I agree",Separated or divorced,Don't know,,Income decile 2,,France,France,,2,1,0,1,0,0,No,Cat,,,,,,,,,loneliness_ucla first,No,No,No,Yes,More or less,More or less,Every two weeks,Every two weeks,Number,8,Every two weeks,Every two weeks,Number,0,1-3 times a month,Most of the time,Most of the time,Most of the time,Most of the time,,Never,Once a month,Once a month,Some of the time,Hardly ever or never,Some of the time,Every week,Some of the time,4,,,,,,,COVID-19 infection of yourself,COVID-19 infection of a member of your household,,,,,,No,,,,,,,,,,,,,,,Don’t know,,,,,,,,An issue that has implications for the individual as well as for the wider society,Feeling lonely is mostly due to factors and circumstances beyond a person’s control,Over 30 times a day,2 to 5 times a day,Once a day or less,16 to 30 times a day,6 to 15 times a day,10-30 minutes per day,10-30 minutes per day,Never,Never,Very frequently,Rarely,Occasionally,Occasionally,Very frequently,7,5,7,8,8,7,7,La France insoumise (φ),,Very good,,,,,None of the above,,8,7,Sometimes,Once a month,Never,Fairly poor,"No, I smoke less than 10 cigarettes on average per day",Male,September,1984,38,36-45,France,Heterosexual/straight,ISCED 6: Bachelor’s or equivalent level,1,Pays-de-la-Loire,Large town/city,Other,,,,Unemployment/redundancy benefit,4 days,No,,.52520162,.42518929,1.4472326
23 Nov 22,23 Nov 22,1216,1995.234,Italy,Online,Smartphone,it,"Yes, I agree",Married or cohabitating,Your household's weekly income,,,Don't know,Italy,Italy,Italy,50,2,0,0,1,0,No,,Dog,,,Other,,,,,loneliness_djg first,No,More or less,No,Yes,Yes,Yes,Daily,More than once a week,Number,3,Every week,Every week,Prefer not to say,,Almost every day,A little of the time,A little of the time,A little of the time,Most of the time,9,Never,Never,Never,Some of the time,Some of the time,Hardly ever or never,Daily,None of the time,,,,,Loss of employment,,,COVID-19 infection of yourself,COVID-19 infection of a member of your household,Severe conflicts at home (with spouse/ partner and/or family members),Severe conflicts at work (with colleagues and/or manager),,,,Yes,,,,,,,,,,,,,,,,,,,,,,,An issue that has implications for the individual as well as for the wider society,Both equally,Never,Never,Once a day or less,Once a day or less,6 to 15 times a day,31–60 minutes per day,31–60 minutes per day,2–3 hours per day,4-5 hours per day,Very frequently,Never,Occasionally,Prefer not to say,Rarely,7,7,8,9,9,8,4,Prefer not to say,,Fairly good,Smoke heavily,,,,,,5,10,Sometimes,On specific holidays only,Once a month,Average,"No, I don’t smoke at all",Female,March,1972,50,46-55,Italy,Heterosexual/straight,ISCED 3: Upper secondary education,3,Isole,Small or medium-sized town,"Doing housework, looking after children or other persons",,,,Prefer not to answer,0 days,Yes,"Yes, a little",1.4958438,1.3983258,1.2047783
23 Nov 22,23 Nov 22,1217,1696.231,Poland,Online,Laptop/PC,pl,"Yes, I agree",In a relationship,Your household's monthly income,,Income decile 5,,Poland,Poland,Poland,9,0,0,0,0,2,,,,,,,No pet at home,,,,loneliness_ucla first,No,No,No,Yes,More or less,Yes,Every two months or less frequently,Every week,Number,3,Every week,More than once a week,Number,0,Never or hardly ever,Don’t know,Most of the time,Most of the time,Most of the time,9,Every two months or less frequently,Never,Never,Some of the time,Hardly ever or never,Hardly ever or never,Once a month,None of the time,,,,,,,,,,,,None of the above,,,Yes,,,,,,,,,,,,,,,,,,,,Prefer not to say,Prefer not to say,Prefer not to say,An issue that is limited to the individual concerned,Both equally,Once a day or less,2 to 5 times a day,2 to 5 times a day,Once a day or less,6 to 15 times a day,1–2 hours per day,10-30 minutes per day,2–3 hours per day,Less than 10 minutes per day,Very frequently,Very rarely,Occasionally,Occasionally,Never,6,3,4,9,4,7,7,Konfederacja Wolność i Niepodległość (Konfederacja),,Average,Smoke heavily,Drink heavily,,Had mental health problems,,,9,3,Sometimes,Once a week,Never,Average,"No, I don’t smoke at all",Male,July,1994,28,26-35,Poland,Heterosexual/straight,ISCED 7: Master’s or equivalent level,3,Makroregion Poludniowo-Zachodni,Large town/city,In education,,,,Wages or salaries,0 days,No,,.0066519706,.0069817612,1.2538897
23 Nov 22,23 Nov 22,1218,3723.3589,Sweden,Online,Laptop/PC,sv,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 2,,Sweden,Sweden,Sweden,50,0,4,0,0,0,"Yes, but I do not look after them regularly",Cat,,,,,,,,,loneliness_djg first,No,No,No,Yes,More or less,Yes,Every week,Daily,Number,11,Every week,Daily,Number,12,Almost every day,Some of the time,All of the time,Some of the time,All of the time,8,Every two months or less frequently,Every two months or less frequently,Every two months or less frequently,Hardly ever or never,Hardly ever or never,Some of the time,More than once a week,None of the time,,,,,,,,,,Severe conflicts at home (with spouse/ partner and/or family members),,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Don’t know,Feeling lonely is mostly due to factors and circumstances beyond a person’s control,2 to 5 times a day,2 to 5 times a day,Once a day or less,Once a day or less,Once a day or less,Less than 10 minutes per day,Less than 10 minutes per day,Never,10-30 minutes per day,Occasionally,Occasionally,Very frequently,Occasionally,Occasionally,2,3,5,5,5,5,4,Centerpartiet (C),,Fairly poor,,Drink heavily,,,,,10,8,Most of the time,Once a month,Don’t know,Fairly poor,"No, I don’t smoke at all",Male,February,1949,73,65+,Sweden,Heterosexual/straight,ISCED 2: Lower secondary education,2,Södra Sverige,A rural area or village,Retired,,,,Pensions,3 days,Yes,"Yes, a little",.92592573,3.0000975,.88142109
23 Nov 22,23 Nov 22,1219,1382.656,Italy,Telephone,Laptop/PC,it,"Yes, I agree",Widowed,Prefer not to say,,Prefer not to say,,Italy,Italy,,44,0,1,0,0,1,"Yes, but I do not look after them regularly",Cat,,,,,,,,,loneliness_djg first,No,No,No,Yes,Yes,Yes,Every two months or less frequently,Daily,Number,4,Daily,Daily,Number,8,Almost every day,All of the time,All of the time,All of the time,All of the time,,Never,Every two months or less frequently,Never,Hardly ever or never,Hardly ever or never,Hardly ever or never,Daily,None of the time,,,,Diagnosis of severe illness or life-threatening injury of a close family member,,,,,COVID-19 infection of a member of your household,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,An issue that has implications for the individual as well as for the wider society,Both equally,Once a day or less,2 to 5 times a day,16 to 30 times a day,Once a day or less,Over 30 times a day,2–3 hours per day,31–60 minutes per day,10-30 minutes per day,2–3 hours per day,Never,Never,Never,Never,Never,6,1,7,10,3,7,8,Fratelli d´Italia (FdI),,Average,,,"Had chronic, severe illnesses, disabilities or accidents",,,,9,Prefer not to say,Always,Once a week,On specific holidays only,Fairly good,"No, I don’t smoke at all",Female,April,1952,70,65+,Italy,Heterosexual/straight,ISCED 2: Lower secondary education,1,Isole,A rural area or village,Retired,,,,Prefer not to answer,0 days,Yes,Not at all,2.0282154,2.1904798,.4620395
23 Nov 22,23 Nov 22,1220,1992.152,Italy,Telephone,Laptop/PC,it,"Yes, I agree",Separated or divorced,Your household's annual income,Income decile 3,,,Italy,Italy,,67,0,2,0,0,0,No,,,,,,No pet at home,,5,I worked more than half time onsite at a workplace,loneliness_ucla first,More or less,Yes,No,No,No,More or less,Every two months or less frequently,Once a month,Number,2,Every two weeks,Every week,Number,2,1-3 times a month,None of the time,None of the time,Some of the time,None of the time,,Every two months or less frequently,Every two weeks,Every two months or less frequently,Often,Hardly ever or never,Some of the time,Daily,All of the time,10,,Diagnosis of severe illness or life-threatening injury,,,,,,,,,,,,No,,Doing sports alone,,Looked for self-help from books or online or called a support hotline,,,,,Volunteered,,Took time for myself,,,,,,Always,Sometimes,,,,,An issue that has implications for the individual as well as for the wider society,Both equally,Once a day or less,Once a day or less,Never,Once a day or less,2 to 5 times a day,10-30 minutes per day,10-30 minutes per day,Never,1–2 hours per day,Very frequently,Never,Very frequently,Very rarely,Never,5,6,6,1,10,8,2,I don't know,,Very good,Smoke heavily,,"Had chronic, severe illnesses, disabilities or accidents",,,,10,8,Rarely,Once a week,Never,Average,"Yes, I smoke 10 or more cigarettes on average per day",Male,October,1955,67,65+,Italy,Heterosexual/straight,ISCED 3: Upper secondary education,1,Sud,A rural area or village,"In paid work (or away temporarily) (employee, self-employed, working for your family business)",Self-employed,"Professional and technical occupations (e.g., doctor – teacher – engineer – artist – accountant)","Social, cultural, personal and any other services",Income from self-employment,1 days,No,,1.482043,2.0048597,.4620395
